1.0,1.0,18.2307,469.0
1.0,1.0,18.876,478.0
1.0,1.0,19.1985,486.0
1.0,1.0,19.8437,495.0
1.0,1.0,20.3323,503.0
1.0,1.0,20.6549,507.0
1.0,1.0,20.8161,512.0
1.0,1.0,21.4613,520.0
1.0,1.0,21.9454,528.0
1.0,1.0,22.4293,539.0
1.0,1.0,23.0745,547.0
0.0,1.0,100.0,1549.0
0.0,1.0,100.0,1522.0
0.0,1.0,100.0,1494.0
0.0,1.0,100.0,1472.0
0.0,1.0,100.0,1452.0
0.0,1.0,100.0,1439.0
0.0,1.0,100.0,1421.0
0.0,1.0,100.0,1410.0
0.0,1.0,100.0,1398.0
0.0,1.0,100.0,1376.0
0.0,1.0,100.0,1376.0
0.0,1.0,100.0,1353.0
0.0,1.0,100.0,1337.0
0.0,1.0,100.0,1319.0
0.0,1.0,100.0,1295.0
0.0,1.0,100.0,1285.0
0.0,2.0,100.0,3584.0
0.0,2.0,100.0,3566.0
0.0,2.0,70.1613,3534.0
0.0,2.0,70.6452,3500.0
0.0,2.0,70.9678,3466.0
0.0,2.0,71.2903,3442.0
0.0,2.0,71.6129,3431.0
0.0,2.0,71.7742,3419.0
0.0,2.0,42.2581,3384.0
0.0,2.0,42.9045,3340.0
0.0,2.0,43.0658,3331.0
0.0,2.0,43.3884,3303.0
0.0,2.0,43.8722,3285.0
0.0,2.0,44.1949,3268.0
0.0,2.0,44.1949,3268.0
1.0,3.0,44.6788,6081.0
1.0,3.0,45.0019,6028.0
1.0,3.0,15.6471,5975.0
0.0,2.0,15.9697,3222.0
0.0,2.0,16.2923,3206.0
0.0,2.0,16.4535,3190.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,16.6148,3173.0
0.0,2.0,100.0,4242.0
0.0,2.0,100.0,4236.0
0.0,2.0,100.0,4212.0
0.0,2.0,100.0,4206.0
0.0,2.0,100.0,4200.0
0.0,2.0,100.0,4181.0
0.0,2.0,100.0,4181.0
0.0,2.0,100.0,4166.0
0.0,2.0,100.0,4154.0
0.0,2.0,100.0,4144.0
0.0,2.0,100.0,4125.0
0.0,2.0,100.0,4118.0
0.0,2.0,100.0,4097.0
0.0,2.0,100.0,4082.0
0.0,2.0,100.0,4082.0
0.0,2.0,100.0,4032.0
0.0,2.0,100.0,4022.0
0.0,2.0,100.0,3979.0
0.0,2.0,100.0,3958.0
0.0,2.0,100.0,3937.0
0.0,2.0,100.0,3904.0
0.0,2.0,100.0,3882.0
0.0,1.0,100.0,1813.0
0.0,1.0,100.0,1803.0
0.0,1.0,100.0,1775.0
0.0,1.0,100.0,1766.0
0.0,1.0,100.0,1737.0
0.0,1.0,100.0,1727.0
0.0,1.0,100.0,1689.0
0.0,1.0,100.0,1689.0
0.0,1.0,100.0,1660.0
0.0,1.0,100.0,1641.0
0.0,1.0,100.0,1612.0
0.0,1.0,100.0,1583.0
0.0,1.0,100.0,1564.0
0.0,1.0,100.0,1536.0
0.0,1.0,70.0,1526.0
0.0,1.0,70.1613,1517.0
0.0,1.0,70.6452,1489.0
1.0,1.0,41.1291,1462.0
1.0,1.0,41.4516,1444.0
1.0,1.0,41.4516,1444.0
1.0,1.0,41.9355,1419.0
1.0,1.0,42.42,1397.0
1.0,1.0,42.9038,1368.0
1.0,1.0,43.549,1346.0
1.0,1.0,43.8716,1332.0
1.0,1.0,44.0329,1318.0
1.0,1.0,44.5168,1304.0
1.0,1.0,44.8393,1283.0
1.0,1.0,45.3232,1269.0
1.0,1.0,45.4845,1262.0
1.0,1.0,45.6458,1248.0
1.0,1.0,46.1297,1234.0
1.0,1.0,46.4523,1213.0
1.0,1.0,46.9362,1192.0
1.0,1.0,47.2587,1178.0
1.0,1.0,47.42,1178.0
1.0,1.0,48.2265,1171.0
1.0,1.0,48.5491,1171.0
0.0,2.0,49.033,3002.0
0.0,2.0,49.1943,3005.0
0.0,2.0,49.6781,3011.0
0.0,2.0,50.0007,3012.0
